listing_id,suburb,property_type,bedrooms,floor_size_m2,list_date,sold_date,list_price,sold_price,status
L102097,Faerie Glen,House,5.0,335.0,2026-04-03,2026-05-15,R 6 116 000,"R6,068,000",Sold
L105654,Brooklyn,House,4.0,226.0,2023-04-14,,R 5 292 000,,Withdrawn
L105005,Lynnwood,House,5.0,430.0,2024-08-16,2024-09-03,R 7 829 000,R 7 422 000,Sold
L105492,Brooklyn,House,2.0,157.0,2025-07-03,2025-08-04,4047000,"R4,047,000",Sold
L102117,Waterkloof,House,4.0,302.0,2024-05-02,2024-06-17,7412000,R 7 099 000,Sold
L100836,Rooihuiskraal,House,2.0,156.0,2025-12-11,2026-03-25,R 2 167 000.00,R 2 119 000.00,Sold
L100601,Rooihuiskraal,House,6.0,373.0,2023-07-07,,5061000,,Withdrawn
L102184,Faerie Glen,House,3.0,147.0,2026-01-09,2026-02-21,R 2 244 000.00,"R2,144,000",Sold
L104987,Groenkloof,Townhouse,3.0,193.0,2025-12-19,2026-02-21,R 3 853 000,3819000,Sold
L103656,Groenkloof,House,3.0,,2024-03-16,2024-04-25,4539000,R 4 524 000,Sold
L105246,Faerie Glen,House,,289.0,2024-01-29,2024-03-02,R 4 458 000.00,R 4 212 000,Sold
L101582,Lynnwood,House,3.0,204.0,2025-07-04,2025-10-19,R 5 227 000.00,"R5,227,000",Sold
L105198,Rooihuiskraal,House,3.0,223.0,2024-12-20,2025-02-11,R 3 063 000.00,R 2 943 000,Sold
L105006,Rooihuiskraal,Apartment,2.0,125.0,2026-01-11,,R 2 355 000,,Withdrawn
L104011,Groenkloof,House,5.0,228.0,2025-10-08,2026-01-28,R 4 855 000,R 4 429 000,Sold
L101070,Bryanston,Apartment,1.0,50.0,2024-10-15,2024-11-12,R 1 262 000,"R1,262,000",Sold
L101775,Faerie Glen,House,3.0,240.0,2023-10-15,2023-12-07,4175000,"R3,917,000",Sold
L105875,Lynnwood,House,5.0,301.0,2023-03-12,2023-05-21,R 6 234 000.00,6234000,Sold
L101283,Centurion,House,2.0,159.0,2024-09-19,2024-10-02,"R2,731,000",2521000,Sold
L105084,Sandton,House,5.0,325.0,2026-01-20,2026-04-17,R 12 228 000.00,R 11 572 000.00,Sold
L104810,Faerie Glen,House,6.0,436.0,2023-10-26,2023-12-08,7976000,R 7 813 000,Sold
L105809,Rooihuiskraal,Apartment,2.0,116.0,2024-02-27,2024-05-30,R 1 832 000,R 1 738 000.00,Sold
L101836,Waterkloof,House,6.0,443.0,2025-12-23,2026-03-17,"R13,019,000",R 12 794 000,Sold
L105170,Centurion,House,3.0,238.0,2024-07-20,2024-08-05,4863000,"R4,863,000",Sold
L101019,Lynnwood,Apartment,1.0,93.0,2025-04-09,,"R1,895,000",,Withdrawn
L100970,Brooklyn,Apartment,3.0,126.0,2025-12-28,2026-01-11,3190000,R 3 114 000,Sold
L101326,Menlo Park,Townhouse,3.0,155.0,2023-05-20,2023-07-26,"R2,970,000",2924000,Sold
L104328,Bryanston,House,4.0,269.0,2025-12-28,2026-02-14,"R8,263,000",R 8 204 000,Sold
L100475,Brooklyn,House,,309.0,2023-10-26,2023-12-05,6173000,R 5 888 000,Sold
L102810,Waterkloof,Apartment,2.0,87.0,2023-02-23,2023-04-05,R 1 576 000.00,R 1 517 000.00,Sold
L104579,Waterkloof,House,2.0,227.0,2024-03-28,2024-04-06,R 5 667 000,R 5 428 000,Sold
L101651,Brooklyn,House,2.0,211.0,2025-10-15,2025-11-09,R 4 487 000.00,R 4 487 000.00,Sold
L105676,Groenkloof,House,2.0,193.0,2026-04-25,2026-05-15,R 4 660 000.00,R 4 508 000,Sold
L105218,Brooklyn,House,4.0,222.0,2025-06-13,2025-08-14,5514000,R 5 470 000.00,Sold
L102528,Bryanston,Apartment,2.0,101.0,2025-03-21,2025-04-18,3103000,R 2 946 000,Sold
L103837,WATERKLOOF,House,4.0,329.0,2024-02-07,2024-04-27,7756000,R 7 490 000.00,Sold
L103646,Menlo Park,House,6.0,343.0,2023-02-12,2023-04-11,R 6 788 000.00,6332000,Sold
L103801,Groenkloof,Apartment,2.0,69.0,2024-02-10,2024-03-10,R 1 399 000.00,R 1 348 000.00,Sold
L101373,Rooihuiskraal,Apartment,1.0,103.0,2025-06-23,2025-08-28,1696000,R 1 671 000.00,Sold
L100739,Lynnwood,House,6.0,344.0,2023-10-13,2023-11-06,6631000,R 6 296 000,Sold
L104695,Centurion,House,6.0,561.0,2025-12-12,2026-01-06,10974000,R 10 644 000,Sold
L104927,Faerie Glen,Townhouse,3.0,258.0,2023-11-03,2023-12-01,4404000,R 4 404 000,Sold
L100867,Rooihuiskraal,House,5.0,368.0,2026-03-29,2026-05-04,R 6 438 000,R 6 438 000.00,Sold
L102974,Faerie Glen,House,2.0,138.0,2026-02-26,2026-03-16,R 2 479 000,"R2,413,000",Sold
L101140,Menlo Park,House,4.0,275.0,2023-02-23,2023-04-17,"R5,669,000",R 5 226 000.00,Sold
L100997,Waterkloof,House,3.0,148.0,2023-10-09,2023-11-17,R 4 077 000,4077000,Sold
L101337,Irene,House,2.0,202.0,2024-05-21,2024-07-15,"R3,553,000","R3,316,000",Sold
L100541,Faerie Glen,House,5.0,334.0,2025-11-22,2025-12-16,R 5 142 000.00,"R4,861,000",Sold
L101099,Groenkloof,House,3.0,186.0,2024-04-19,2024-05-10,"R4,096,000",R 3 836 000.00,Sold
L101132,Waterkloof Ridge,House,2.0,99.0,2023-02-26,,2238000,,Withdrawn
L105930,Sandton,Apartment,1.0,69.0,2023-03-31,2023-04-19,R 2 118 000,R 2 109 000.00,Sold
L103996,Waterkloof Ridge,House,2.0,132.0,2023-02-20,2023-03-27,2912000,R 2 721 000,Sold
L102258,Waterkloof,Apartment,1.0,83.0,2025-07-12,2025-09-11,R 2 214 000,"R2,214,000",Sold
L104935,Groenkloof,House,3.0,211.0,2023-09-01,2023-09-05,3890000,R 3 774 000,Sold
L103390,Waterkloof Ridge,Apartment,1.0,76.0,2023-06-09,2023-06-21,"R1,848,000",R 1 842 000.00,Sold
L102962,Waterkloof Ridge,Apartment,2.0,104.0,2024-10-28,2025-01-16,R 2 970 000.00,2953000,Sold
L100059,Waterkloof Ridge,Townhouse,,214.0,2024-09-13,2024-11-10,6675000,R 6 675 000,Sold
L103259,Waterkloof,House,6.0,,2024-07-09,2024-07-28,"R11,156,000",R 10 835 000,Sold
L102206,Centurion,House,,418.0,2023-01-09,2023-02-17,"R5,886,000",R 5 801 000.00,Sold
L101938,Brooklyn,House,3.0,168.0,2025-04-28,2025-06-13,"R3,947,000",R 3 947 000.00,Sold
L103794,Irene,House,,256.0,2024-07-21,2024-09-17,R 6 023 000,"R5,852,000",Sold
L103264,Menlo Park,House,5.0,330.0,2023-12-12,2024-01-11,R 5 941 000,R 5 839 000,Sold
L103529,Faerie Glen,House,2.0,153.0,2025-03-07,2025-03-21,R 3 025 000,R 2 813 000,Sold
L102813,Waterkloof,Townhouse,,124.0,2023-07-31,2023-09-23,3310000,R 3 310 000,Sold
L105291,LYNNWOOD,House,2.0,198.0,2026-01-25,2026-03-05,R 4 528 000.00,"R4,243,000",Sold
L103557,Sandton,Apartment,2.0,105.0,2023-07-15,2023-07-22,R 2 623 000.00,R 2 508 000,Sold
L101078,  centurion ,House,5.0,375.0,2023-12-20,2024-01-31,R 6 204 000,R 5 891 000.00,Sold
L104617,Faerie Glen,Apartment,1.0,130.0,2024-05-29,2024-06-11,R 2 009 000.00,R 1 907 000.00,Sold
L101870,Brooklyn,House,1.0,217.0,2023-04-28,2023-05-18,R 4 737 000,R 4 526 000.00,Sold
L104352,Centurion,Apartment,1.0,62.0,2025-10-24,,1233000,,Withdrawn
L105743,Bryanston,House,5.0,247.0,2026-02-10,2026-02-27,"R8,751,000",R 8 606 000.00,Sold
L105196,Lynnwood,House,2.0,223.0,2025-01-10,2025-02-13,R 4 881 000.00,"R4,876,000",Sold
L102630,Waterkloof,House,3.0,223.0,2023-01-10,2023-03-21,5245000,"R5,166,000",Sold
L105309,Brooklyn,House,3.0,,2023-04-10,2023-04-26,"R4,568,000",R 4 308 000,Sold
L103664,Brooklyn,House,3.0,214.0,2026-04-17,2026-05-02,"R6,180,000",R 5 832 000,Sold
L103827,Menlo Park,House,6.0,0.0,2023-05-05,2023-06-20,"R6,509,000",6509000,Sold
L100940,Brooklyn,Apartment,2.0,107.0,2023-07-21,,R 2 422 000,,Withdrawn
L101080,Brooklyn,Apartment,2.0,112.0,2023-08-18,2023-10-08,R 2 440 000.00,"R2,440,000",Sold
L100187,Waterkloof Ridge,House,3.0,193.0,2024-04-21,2024-05-31,5588000,"R5,483,000",Sold
L105763,Sandton,House,3.0,184.0,2025-07-18,,R 5 821 000,,Withdrawn
L104211,Menlo Park,House,4.0,322.0,2024-01-25,2024-04-13,7383000,R 7 156 000.00,Sold
L102085,Brooklyn,Apartment,2.0,57.0,2023-05-12,2023-06-04,"R1,050,000","R995,000",Sold
L102249,Menlo Park,House,3.0,274.0,2026-02-08,2026-04-14,R 6 239 000.00,6239000,Sold
L103833,Lynnwood,Apartment,2.0,119.0,2023-03-22,,R 2 288 000.00,,Withdrawn
L105985,  menlo park ,House,2.0,184.0,2023-08-09,2023-09-12,R 3 642 000.00,R 3 642 000,Sold
L102023,Brooklyn,House,2.0,154.0,2025-01-05,2025-02-07,R 3 260 000.00,3169000,Sold
L103945,Bryanston,House,2.0,184.0,2023-01-30,2023-03-29,"R4,988,000","R4,988,000",Sold
L101492,Centurion,Apartment,1.0,74.0,2025-04-25,2025-06-25,"R1,552,000",R 1 486 000.00,Sold
L104884,Bryanston,Townhouse,3.0,170.0,2023-05-24,2023-06-16,4008000,R 3 659 000,Sold
L104147,Centurion,House,4.0,245.0,2024-11-19,2024-12-10,R 5 407 000,R 5 407 000.00,Sold
L100226,Waterkloof,House,4.0,314.0,2023-12-17,2024-01-03,R 9 878 000,R 9 611 000,Sold
L101013,SANDTON,Apartment,1.0,112.0,2025-05-05,2025-07-12,R 3 106 000,R 3 064 000.00,Sold
L102583,Groenkloof,House,5.0,345.0,2024-09-28,2024-10-21,"R6,902,000","R6,902,000",Sold
L101929,Lynnwood,Apartment,1.0,91.0,2024-08-16,2024-10-17,"R2,053,000","R1,993,000",Sold
L104295,Lynnwood,Apartment,1.0,99.0,2026-01-15,2026-02-27,"R1,930,000","R1,841,000",Sold
L105487,Waterkloof Ridge,Apartment,1.0,86.0,2024-10-23,2024-12-08,"R2,532,000",R 2 455 000,Sold
L101404,  groenkloof ,House,5.0,310.0,2023-10-30,,7178000,,Withdrawn
L102179,Sandton,House,4.0,235.0,2025-10-03,,7012000,,Withdrawn
L100697,Irene,House,2.0,119.0,2026-01-24,2026-02-20,R 2 455 000,R 2 276 000,Sold
L101124,Lynnwood,House,5.0,312.0,2025-12-15,2026-01-13,R 8 585 000.00,R 7 982 000.00,Sold
L103282,Brooklyn,House,4.0,329.0,2024-01-16,2024-02-09,R 7 157 000,R 7 157 000,Sold
L101093,Brooklyn,Apartment,2.0,79.0,2025-10-27,2025-11-19,R 2 033 000.00,"R1,980,000",Sold
L104190,WATERKLOOF,Townhouse,1.0,149.0,2025-01-26,2025-03-03,R 3 778 000,R 3 627 000.00,Sold
L101778,Menlo Park,House,2.0,217.0,2024-11-25,2024-12-18,4663000,R 4 329 000.00,Sold
L102634,Faerie Glen Ext,House,2.0,184.0,2026-03-07,2026-03-22,"R3,610,000",3280000,Sold
L103091,  sandton ,House,3.0,133.0,2025-09-03,2025-10-21,"R5,035,000",R 5 035 000.00,Sold
L105203,Lynnwood,House,4.0,301.0,2025-11-22,2025-12-22,8300000,8300000,Sold
L104593,Groenkloof,House,4.0,272.0,2023-06-15,2023-08-28,"R6,214,000",R 6 018 000,Sold
L103489,Faerie Glen,Townhouse,4.0,263.0,2024-11-03,2024-12-03,4155000,R 4 045 000,Sold
L101656,Brooklyn,Apartment,1.0,69.0,2024-03-12,2024-03-28,R 1 541 000.00,R 1 512 000.00,Sold
L101037,Lynnwood,Apartment,2.0,96.0,2023-05-06,2023-07-11,R 1 575 000,1500000,Sold
L105091,  rooihuiskraal ,House,4.0,203.0,2024-11-04,2025-01-30,R 2 812 000,2780000,Sold
L102256,Sandton,Apartment,2.0,114.0,2023-06-01,,2919000,,Withdrawn
L104856,  lynnwood ,Apartment,1.0,55.0,2025-09-16,2025-12-13,1303000,R 1 279 000,Sold
L100079,Rooihuiskraal,Apartment,2.0,116.0,2024-12-03,2025-01-18,R 1 541 000,1418000,Sold
L100313,Menlo Park,House,3.0,212.0,2025-10-23,2025-12-13,R 5 188 000.00,5115000,Sold
L102649,Bryanston,Apartment,1.0,89.0,2025-03-12,2025-05-07,"R2,490,000",2401000,Sold
L102281,Groenkloof,Apartment,1.0,84.0,2025-05-01,2025-05-16,R 1 625 000.00,"R1,522,000",Sold
L105989,Faerie Glen,Apartment,,71.0,2025-07-24,2025-08-22,R 1 207 000.00,R 1 138 000,Sold
L104367,Irene,House,4.0,341.0,2024-01-23,2024-03-23,R 6 189 000,R 5 985 000.00,Sold
L102547,Groenkloof,Apartment,1.0,72.0,2023-09-27,2023-11-09,R 1 332 000.00,"R1,332,000",Sold
L101416,Faerie Glen,House,3.0,264.0,2026-01-18,2026-02-03,R 4 236 000.00,R 4 195 000.00,Sold
L101036,Menlo Park,House,4.0,312.0,2024-08-25,2024-09-08,R 7 184 000.00,"R7,123,000",Sold
L102159,Waterkloof,House,3.0,176.0,2026-04-22,2026-06-01,R 5 674 000,5415000,Sold
L102984,Waterkloof,Apartment,2.0,119.0,2024-09-24,2024-10-21,2774000,"R2,774,000",Sold
L103137,Waterkloof,Apartment,1.0,,2024-04-14,2024-06-27,R 2 361 000,"R2,361,000",Sold
L105078,Menlo Park,House,5.0,318.0,2025-09-23,2025-12-17,R 7 276 000,"R7,231,000",Sold
L101754,Menlo Park,House,3.0,214.0,2023-09-06,2023-11-19,R 4 435 000.00,R 4 295 000.00,Sold
L104342,IRENE,House,5.0,332.0,2023-07-17,2023-08-05,6305000,R 6 305 000,Sold
L104522,Rooihuiskraal,House,5.0,314.0,2023-12-05,2024-01-29,"R4,451,000",4185000,Sold
L105588,  faerie glen ,House,4.0,178.0,2024-07-03,2024-09-18,R 3 515 000.00,"R3,349,000",Sold
L103770,Sandton,House,3.0,220.0,2023-01-14,2023-02-06,6849000,"R6,837,000",Sold
L102520,Groenkloof,Apartment,,121.0,2023-07-23,2023-09-29,2295000,2058000,Sold
L104055,Bryanston,House,3.0,312.0,2025-06-05,2025-06-24,R 12 177 000,11253000,Sold
L100873,Menlo Park,House,3.0,188.0,2023-04-28,2023-05-27,R 3 834 000,3670000,Sold
L104513,Waterkloof Ridge,House,3.0,125.0,2023-01-03,,R 3 016 000.00,,Withdrawn
L104717,Irene,Apartment,2.0,87.0,2023-06-03,2023-07-09,R 1 265 000,R 1 265 000.00,Sold
L101506,Centurion,Townhouse,1.0,83.0,2024-11-12,2024-12-10,R 1 640 000,1640000,Sold
L104046,Brooklyn,Apartment,,63.0,2025-12-20,2026-03-08,"R1,373,000",R 1 320 000.00,Sold
L101923,Menlo Park,Apartment,1.0,91.0,2025-01-15,2025-02-13,"R2,033,000",R 1 991 000,Sold
L100448,Waterkloof,Apartment,2.0,74.0,2025-01-03,2025-03-17,R 1 611 000,R 1 499 000,Sold
L104516,Lynnwood,House,5.0,243.0,2025-04-21,2025-06-20,"R4,440,000",R 4 351 000.00,Sold
L103717,Rooihuiskraal,House,6.0,353.0,2024-09-09,2024-10-27,"R5,764,000",5534000,Sold
L104271,  lynnwood ,Apartment,2.0,183.0,2024-08-07,2024-08-25,"R4,086,000","R3,989,000",Sold
L104879,Menlo Park,Apartment,2.0,57.0,2025-05-09,2025-07-06,1185000,R 1 101 000,Sold
L103257,Brooklyn,Townhouse,2.0,170.0,2025-12-20,2025-12-30,R 4 197 000,"R3,982,000",Sold
L100361,Waterkloof Ridge,Apartment,,112.0,2024-01-05,2024-01-16,3015000,"R2,911,000",Sold
L102183,Waterkloof Rdg,House,6.0,352.0,2025-04-18,2025-05-25,R 12 603 000,"R12,557,000",Sold
L101134,Sandton,House,4.0,184.0,2025-08-08,2025-09-05,"R5,763,000",5727000,Sold
L104922,Brooklyn,Apartment,,79.0,2025-07-29,2025-08-22,R 1 672 000,"R1,629,000",Sold
L103199,Sandton,House,1.0,160.0,2025-01-25,2025-03-04,R 5 316 000,5123000,Sold
L105688,Rooihuiskraal,Apartment,2.0,89.0,2025-02-15,2025-03-21,R 1 416 000.00,"R1,416,000",Sold
L103438,Waterkloof,House,6.0,370.0,2023-06-23,2023-07-16,R 10 320 000,R 10 079 000,Sold
L102155,Bryanston,Townhouse,2.0,110.0,2025-08-07,2025-09-29,R 3 406 000,"R3,406,000",Sold
L101830,Lynnwood,Townhouse,3.0,203.0,2023-09-07,2023-11-01,R 4 146 000.00,3890000,Sold
L101053,Waterkloof Ridge,House,,189.0,2025-05-17,2025-06-26,"R6,216,000",R 6 190 000.00,Sold
L102460,Bryanston,Townhouse,,217.0,2025-07-08,2025-07-22,7329000,R 7 008 000.00,Sold
L100022,Sandton,House,3.0,229.0,2023-10-31,2023-12-26,R 6 304 000.00,R 6 164 000.00,Sold
L102066,Faerie Glen,House,2.0,217.0,2026-02-03,2026-03-30,R 4 071 000.00,R 4 052 000.00,Sold
L101653,WATERKLOOF RIDGE,House,4.0,286.0,2025-11-24,2025-11-29,R 10 876 000.00,R 10 341 000.00,Sold
L103805,Groenkloof,Apartment,,127.0,2025-02-25,2025-04-28,2991000,"R2,968,000",Sold
L104411,Waterkloof,House,4.0,274.0,2023-05-19,2023-05-29,R 7 132 000.00,7074000,Sold
L102743,Rooihuiskraal,Apartment,1.0,,2024-09-13,2024-11-19,R 1 707 000.00,R 1 707 000.00,Sold
L101376,Centurion,House,4.0,329.0,2023-06-10,2023-07-18,R 6 909 000,6693000,Sold
L104967,Menlo Park,Townhouse,3.0,198.0,2023-11-29,2023-12-10,R 3 871 000,"R3,716,000",Sold
L102468,Irene,House,3.0,174.0,2024-01-23,2024-03-26,3598000,R 3 403 000.00,Sold
L102325,Sandton,House,3.0,185.0,2025-10-02,2025-11-04,6697000,6293000,Sold
L100460,Irene,House,3.0,266.0,2023-06-28,2023-08-07,R 5 052 000.00,R 5 052 000.00,Sold
L101067,Centurion,Townhouse,,161.0,2024-07-26,2024-09-19,R 2 949 000.00,"R2,949,000",Sold
L100087,Lynnwood,House,3.0,278.0,2023-03-06,2023-04-14,R 4 966 000.00,"R4,785,000",Sold
L101430,Sandton,Apartment,1.0,67.0,2025-09-09,2025-11-10,"R2,148,000",2008000,Sold
L104383,Lynnwood,Apartment,1.0,79.0,2025-08-20,2025-10-07,"R2,012,000","R1,934,000",Sold
L100282,Brooklyn,House,2.0,221.0,2024-11-25,2024-12-21,"R6,145,000",6111000,Sold
L102483,Menlo Park,Apartment,1.0,92.0,2024-01-16,2024-01-27,R 1 709 000.00,"R1,628,000",Sold
L100462,Sandton,Apartment,2.0,153.0,2025-05-01,2025-07-03,R 5 848 000.00,"R5,728,000",Sold
L100212,Groenkloof,House,5.0,318.0,2023-03-27,2023-04-20,6303000,"R5,965,000",Sold
L102588,Lynnwood,House,5.0,357.0,2023-12-01,2024-01-27,R 8 236 000,R 7 787 000.00,Sold
L105135,Faerie Glen,Townhouse,4.0,,2023-06-25,2023-09-23,"R3,797,000",R 3 797 000.00,Sold
L104518,Rooihuiskraal,Apartment,2.0,56.0,2025-05-26,2025-06-24,872000,R 851 000.00,Sold
L102907,Waterkloof,Apartment,3.0,117.0,2024-10-11,,R 2 922 000.00,,Withdrawn
L102581,Bryanston,House,2.0,161.0,2025-07-21,2025-08-08,R 4 560 000,R 4 312 000,Sold
L101368,Groenkloof,Townhouse,2.0,142.0,2023-05-19,2023-05-30,"R2,664,000",R 2 627 000.00,Sold
L100234,Sandton,House,3.0,170.0,2024-02-03,,R 5 071 000.00,,Withdrawn
L104077,Irene,House,6.0,438.0,2025-10-24,2026-02-04,R 7 904 000.00,R 7 379 000,Sold
L100597,Centurion,House,6.0,440.0,2023-09-03,2023-09-23,8202000,R 7 755 000,Sold
L105398,Centurion,House,4.0,356.0,2023-06-24,2023-07-26,"R5,723,000",R 5 723 000,Sold
L102250,Faerie Glen,House,2.0,147.0,2026-04-28,2026-07-02,"R2,946,000",2786000,Sold
L105411,Rooihuiskraal,House,3.0,244.0,2023-02-02,2023-03-04,"R2,760,000","R2,597,000",Sold
L102283,Centurion,House,3.0,219.0,2023-01-09,2023-01-17,"R3,313,000",R 3 163 000.00,Sold
L100662,Groenkloof,House,4.0,303.0,2023-12-17,2024-01-17,"R6,185,000",R 5 993 000.00,Sold
L104020,Brooklyn,House,4.0,320.0,2023-07-23,2023-08-17,R 7 466 000,R 7 070 000,Sold
L102285,Waterkloof Ridge,House,4.0,240.0,2023-08-12,2023-12-10,5886000,R 5 487 000,Sold
L103431,Faerie Glen,House,4.0,224.0,2023-07-05,2023-08-31,R 4 460 000.00,"R4,401,000",Sold
L105764,Lynnwood,Townhouse,3.0,200.0,2024-12-05,2024-12-17,"R4,266,000","R4,088,000",Sold
L104400,Rooihuiskraal,Townhouse,3.0,128.0,2024-11-24,2025-01-24,1995000,1866000,Sold
L103829,Irene,House,2.0,131.0,2026-04-29,2026-05-21,"R2,934,000",R 2 844 000,Sold
L105579,Rooihuiskraal,Apartment,2.0,95.0,2024-11-08,2024-12-01,1930000,R 1 890 000.00,Sold
L103468,Menlo Park,Apartment,2.0,139.0,2024-04-11,2024-04-25,R 2 614 000,R 2 497 000.00,Sold
L104240,Rooihuiskraal,House,3.0,233.0,2025-12-28,2026-02-22,3883000,R 3 741 000,Sold
L103601,Waterkloof Ridge,House,4.0,284.0,2024-01-20,,6662000,,Withdrawn
L102990,Rooihuiskraal,Townhouse,2.0,132.0,2025-02-10,2025-05-12,1846000,1760000,Sold
L105437,Groenkloof,House,4.0,257.0,2023-02-11,,R 4 761 000.00,,Withdrawn
L100779,Bryanston,Apartment,1.0,77.0,2025-07-04,2025-08-24,R 2 300 000,R 2 255 000.00,Sold
L102544,Faerie Glen,House,4.0,235.0,2025-03-05,2025-03-30,R 3 757 000,3757000,Sold
L104538,Waterkloof Ridge,House,2.0,169.0,2023-09-01,2023-11-01,4847000,4847000,Sold
L104567,Waterkloof,Apartment,2.0,113.0,2025-04-27,2025-07-02,R 3 335 000,"R3,307,000",Sold
L105597,Lynnwood,House,2.0,260.0,2025-09-25,2025-11-16,R 5 778 000.00,R 5 680 000,Sold
L104404,Lynnwood,House,2.0,156.0,2026-03-21,2026-05-22,R 3 947 000,"R3,934,000",Sold
L105028,Irene,House,4.0,205.0,2026-04-18,2026-05-01,R 4 969 000.00,R 4 831 000.00,Sold
L105910,Sandton,Townhouse,1.0,131.0,2023-04-06,2023-05-03,"R3,948,000",3794000,Sold
L100685,MENLO PARK,House,4.0,236.0,2023-05-04,2023-05-31,R 5 093 000.00,4823000,Sold
L103739,Lynnwood,Apartment,1.0,54.0,2026-01-10,2026-02-17,1146000,1146000,Sold
L103670,Menlo Pk,House,3.0,309.0,2024-02-10,2024-04-16,5690000,R 5 690 000,Sold
L103243,Brooklyn,House,3.0,,2024-11-02,2024-11-18,R 4 748 000,R 4 333 000,Sold
L101748,Lynnwood,House,4.0,302.0,2024-05-05,2024-05-12,6152000,R 5 877 000,Sold
L104043,Sandton,Apartment,2.0,109.0,2023-10-31,2023-12-01,R 2 516 000,2485000,Sold
L104725,Menlo Park,Townhouse,2.0,151.0,2026-03-21,,"R3,752,000",,Withdrawn
L102837,Brooklyn,Apartment,1.0,47.0,2023-10-24,2023-11-19,R 1 030 000.00,"R966,000",Sold
L103032,Brooklyn,House,6.0,458.0,2023-12-27,2024-01-11,"R7,878,000",R 7 416 000,Sold
L102171,Brooklyn,Apartment,1.0,80.0,2025-06-04,2025-07-14,1979000,R 1 979 000.00,Sold
L103917,Faerie Glen,House,6.0,517.0,2025-07-02,2025-09-26,8752000,R 8 197 000.00,Sold
L101850,Brooklyn,House,3.0,,2024-06-20,2024-07-24,R 3 968 000.00,R 3 782 000,Sold
L100487,Brooklyn,Apartment,1.0,65.0,2025-09-26,2025-10-05,R 1 577 000,R 1 517 000,Sold
L101688,Irene,House,,344.0,2024-09-11,2024-11-09,"R6,837,000",R 6 837 000,Sold
L102230,Menlo Park,House,5.0,336.0,2024-08-21,2024-09-14,R 7 757 000.00,R 7 757 000,Sold
L103473,Lynnwood,House,3.0,251.0,2024-09-12,2024-10-09,5020000,4808000,Sold
L104454,Faerie Glen,House,2.0,188.0,2025-06-28,,3760000,,Withdrawn
L102320,Waterkloof,House,6.0,459.0,2023-03-12,2023-04-11,12899000,12558000,Sold
L100782,Lynnwood,Apartment,1.0,63.0,2024-03-05,,R 1 108 000,,Withdrawn
L100521,Menlo Park,House,6.0,350.0,2024-05-22,,"R7,638,000",,Withdrawn
L100522,Groenkloof,House,1.0,166.0,2025-01-13,2025-03-14,R 3 083 000.00,"R3,015,000",Sold
L105410,Brooklyn,House,6.0,450.0,2025-01-15,2025-02-28,9342000,R 9 093 000.00,Sold
L102939,  waterkloof ,Townhouse,2.0,143.0,2023-10-26,2023-11-19,"R3,439,000",3344000,Sold
L104767,Irene,House,5.0,270.0,2023-05-03,2023-06-07,R 4 747 000,"R4,555,000",Sold
L104918,Sandton,Apartment,1.0,42.0,2024-01-22,2024-05-05,R 1 112 000,1093000,Sold
L102398,  waterkloof ridge ,Townhouse,2.0,111.0,2024-01-10,2024-02-16,R 2 955 000.00,"R2,955,000",Sold
L102207,Lynnwood,House,5.0,327.0,2025-05-22,,7774000,,Withdrawn
L104603,Centurion,Apartment,2.0,54.0,2025-03-09,2025-04-27,815000,"R802,000",Sold
L100780,Brooklyn,House,5.0,362.0,2024-12-20,2025-01-01,R 9 244 000.00,R 8 466 000.00,Sold
L104774,Waterkloof,House,3.0,256.0,2024-05-02,2024-05-16,R 6 375 000.00,R 6 375 000,Sold
L105247,Groenkloof,House,3.0,238.0,2025-06-28,2025-09-05,R 5 192 000,R 4 878 000,Sold
L101511,Groenkloof,House,4.0,166.0,2025-08-27,2025-10-10,3833000,R 3 754 000,Sold
L101882,Lynnwood,House,6.0,474.0,2023-03-14,2023-04-10,8565000,R 7 922 000,Sold
L100651,Bryanston,Townhouse,3.0,152.0,2023-08-08,2023-09-02,R 3 934 000,"R3,856,000",Sold
L102196,Waterkloof,Apartment,1.0,98.0,2024-10-07,2024-11-06,2268000,"R2,268,000",Sold
L101801,Irene,Apartment,2.0,96.0,2023-10-22,2024-01-02,R 1 362 000,1311000,Sold
L100369,Bryanston,Apartment,2.0,,2025-01-27,2025-03-13,1595000,R 1 517 000.00,Sold
L105513,Menlo Park,House,2.0,130.0,2023-12-01,2023-12-15,R 2 666 000.00,"R2,569,000",Sold
L103880,CENTURION,House,4.0,296.0,2025-08-09,2025-09-04,6765000,"R6,381,000",Sold
L100118,Lynnwood,Apartment,1.0,88.0,2024-08-14,2024-10-03,R 1 948 000.00,R 1 863 000.00,Sold
L100377,Lynnwood,Apartment,1.0,115.0,2023-06-29,,R 2 295 000.00,,Withdrawn
L100216,Waterkloof Ridge,House,3.0,260.0,2023-12-12,2024-02-11,7072000,R 7 072 000,Sold
L102216,Waterkloof Ridge,Apartment,2.0,98.0,2024-02-14,2024-03-10,R 2 415 000,2405000,Sold
L104645,Sandton,House,5.0,352.0,2025-11-14,2025-12-08,R 13 112 000,R 13 022 000.00,Sold
L101613,Menlo Park,House,4.0,271.0,2026-02-01,2026-03-02,"R6,338,000",R 6 338 000,Sold
L102883,Menlo Park,House,4.0,276.0,2023-05-08,2023-07-05,"R6,102,000",R 5 812 000.00,Sold
