listing_id,suburb,property_type,bedrooms,floor_size_m2,list_date,sold_date,status,list_price_zar,sold_price_zar
L103499,Bryanston,House,2,108.0,2024-12-01,2024-12-19,Sold,2560000.0,2546000.0
L101009,Lynnwood,House,3,221.0,2024-12-01,2025-01-16,Sold,5063000.0,4620000.0
L102738,Centurion,Apartment,2,147.0,2024-12-02,2024-12-22,Sold,3110000.0,3110000.0
L105728,Sandton,Apartment,2,113.0,2024-12-02,2025-01-21,Sold,3836000.0,3621000.0
L104001,Menlo Park,Apartment,2,46.0,2024-12-02,2025-01-25,Sold,981000.0,981000.0
L105565,Brooklyn,House,5,330.0,2024-12-02,2025-03-14,Sold,7853000.0,7853000.0
L102011,Brooklyn,Apartment,,92.0,2024-12-02,2024-12-25,Sold,2161000.0,2161000.0
L103574,Menlo Park,House,4,339.0,2024-12-02,2025-01-26,Sold,7244000.0,7130000.0
L103040,Menlo Park,House,5,291.0,2024-12-03,2024-12-11,Sold,7182000.0,7100000.0
L104641,Waterkloof,Apartment,1,69.0,2024-12-03,2024-12-18,Sold,1975000.0,1866000.0
L104952,Brooklyn,House,4,322.0,2024-12-03,2024-12-18,Sold,8917000.0,8917000.0
L100079,Rooihuiskraal,Apartment,2,116.0,2024-12-03,2025-01-18,Sold,1541000.0,1418000.0
L104159,Groenkloof,Apartment,1,98.0,2024-12-04,2024-12-21,Sold,2229000.0,2229000.0
L105742,Rooihuiskraal,Townhouse,2,141.0,2024-12-04,2025-01-28,Sold,2043000.0,1913000.0
L103333,Brooklyn,Apartment,2,120.0,2024-12-04,2024-12-22,Sold,2401000.0,2385000.0
L103404,Bryanston,Apartment,1,76.0,2024-12-04,2025-01-17,Sold,2188000.0,2133000.0
L100688,Rooihuiskraal,Apartment,2,117.0,2024-12-04,2025-01-02,Sold,1639000.0,1573000.0
L100098,Waterkloof Ridge,Apartment,1,83.0,2024-12-05,2025-01-03,Sold,2072000.0,1965000.0
L105764,Lynnwood,Townhouse,3,200.0,2024-12-05,2024-12-17,Sold,4266000.0,4088000.0
L101504,Bryanston,House,3,206.0,2024-12-05,2025-02-12,Sold,5635000.0,5611000.0
L100998,Sandton,Apartment,1,74.0,2024-12-05,2025-01-22,Sold,2640000.0,2457000.0
L105993,Sandton,House,5,347.0,2024-12-05,2024-12-10,Sold,10913000.0,10303000.0
L101487,Lynnwood,House,3,218.0,2024-12-06,2024-12-24,Sold,4376000.0,4096000.0
L101462,Groenkloof,House,5,348.0,2024-12-06,2025-01-07,Sold,6873000.0,6636000.0
L102435,Sandton,Apartment,2,65.0,2024-12-06,2025-01-08,Sold,1642000.0,1625000.0
L100290,Bryanston,Apartment,1,73.0,2024-12-06,2025-02-14,Sold,1944000.0,1926000.0
L102580,Waterkloof,Apartment,1,77.0,2024-12-06,2025-01-24,Sold,2004000.0,1928000.0
L102449,Irene,Apartment,2,69.0,2024-12-08,,Withdrawn,1236000.0,
L103865,Menlo Park,House,3,183.0,2024-12-08,2024-12-17,Sold,4256000.0,4159000.0
L105065,Faerie Glen,House,5,390.0,2024-12-09,,Withdrawn,7244000.0,
L103702,Irene,Townhouse,2,112.0,2024-12-09,2025-01-09,Sold,2299000.0,2282000.0
L104069,Groenkloof,House,4,247.0,2024-12-09,2025-01-17,Sold,4891000.0,4781000.0
L105076,Faerie Glen,House,2,199.0,2024-12-09,2025-01-17,Sold,3758000.0,3668000.0
L101565,Lynnwood,Townhouse,2,158.0,2024-12-10,2025-01-29,Sold,3869000.0,3683000.0
L101251,Waterkloof Ridge,House,5,280.0,2024-12-10,2024-12-25,Sold,8214000.0,7833000.0
L101247,Groenkloof,House,2,166.0,2024-12-10,2024-12-16,Sold,3663000.0,3380000.0
L103752,Lynnwood,House,5,365.0,2024-12-10,2024-12-21,Sold,8183000.0,8183000.0
L105643,Menlo Park,Apartment,1,62.0,2024-12-10,,Withdrawn,978000.0,
L105375,Centurion,House,4,282.0,2024-12-10,2025-01-29,Sold,6752000.0,6364000.0
L104493,Waterkloof Ridge,House,3,154.0,2024-12-10,2025-01-23,Sold,4848000.0,4848000.0
L102917,Bryanston,House,3,168.0,2024-12-10,2025-01-08,Sold,4599000.0,4599000.0
L101933,Bryanston,House,4,293.0,2024-12-10,2024-12-31,Sold,9136000.0,8993000.0
L100969,Groenkloof,Apartment,1,74.0,2024-12-11,2025-01-19,Sold,1586000.0,1527000.0
L104606,Bryanston,House,3,283.0,2024-12-11,2025-01-03,Sold,7767000.0,7358000.0
L100037,Lynnwood,House,4,275.0,2024-12-11,2025-01-07,Sold,6436000.0,6430000.0
L101795,Brooklyn,Apartment,,68.0,2024-12-11,2025-01-20,Sold,1449000.0,1430000.0
L104255,Waterkloof,House,5,297.0,2024-12-11,2024-12-22,Sold,8186000.0,8186000.0
L102013,Lynnwood,House,5,440.0,2024-12-11,2024-12-26,Sold,10190000.0,10066000.0
L105360,Centurion,Apartment,2,,2024-12-12,2025-01-23,Sold,2280000.0,2221000.0
L104475,Centurion,House,2,212.0,2024-12-12,2025-01-26,Sold,4365000.0,4365000.0
L100775,Bryanston,House,4,242.0,2024-12-12,2025-01-08,Sold,8408000.0,8223000.0
L105626,Centurion,House,,214.0,2024-12-14,2025-02-02,Sold,3417000.0,3319000.0
L105142,Menlo Park,Apartment,2,97.0,2024-12-14,2025-01-20,Sold,2224000.0,2207000.0
L104792,Brooklyn,House,6,346.0,2024-12-15,2024-12-23,Sold,7915000.0,7548000.0
L100653,Brooklyn,House,3,231.0,2024-12-15,,Withdrawn,5071000.0,
L100238,Waterkloof,Apartment,1,73.0,2024-12-15,2025-01-01,Sold,1726000.0,1618000.0
L103859,Waterkloof,House,3,255.0,2024-12-15,2025-01-18,Sold,7321000.0,6937000.0
L105405,Centurion,House,4,237.0,2024-12-16,2025-01-04,Sold,4860000.0,4839000.0
L102232,Waterkloof Ridge,Townhouse,4,204.0,2024-12-17,2025-03-06,Sold,6410000.0,6410000.0
L103034,Sandton,House,2,183.0,2024-12-17,2025-02-06,Sold,6485000.0,6146000.0
L104684,Sandton,Apartment,2,101.0,2024-12-17,2025-02-10,Sold,2856000.0,2856000.0
L101322,Waterkloof,House,2,112.0,2024-12-17,2025-01-07,Sold,3237000.0,3237000.0
L102868,Sandton,House,3,242.0,2024-12-17,2025-02-05,Sold,8283000.0,7609000.0
L103312,Faerie Glen,House,4,226.0,2024-12-18,2025-01-14,Sold,4044000.0,3991000.0
L103182,Faerie Glen,House,2,179.0,2024-12-18,2024-12-25,Sold,3749000.0,3420000.0
L102651,Lynnwood,Townhouse,2,80.0,2024-12-18,2025-02-16,Sold,1384000.0,1300000.0
L102582,Waterkloof,House,5,372.0,2024-12-18,2025-01-03,Sold,9585000.0,9061000.0
L100948,Bryanston,Apartment,2,119.0,2024-12-18,2024-12-26,Sold,2931000.0,2867000.0
L101791,Brooklyn,House,2,155.0,2024-12-18,,Withdrawn,3311000.0,
L105348,Centurion,House,5,294.0,2024-12-18,2025-01-08,Sold,5802000.0,5802000.0
L100102,Brooklyn,Apartment,1,61.0,2024-12-19,2024-12-28,Sold,1382000.0,1319000.0
L100819,Brooklyn,Townhouse,2,182.0,2024-12-19,2025-01-19,Sold,3664000.0,3513000.0
L102125,Menlo Park,House,3,238.0,2024-12-19,,Withdrawn,5075000.0,
L105198,Rooihuiskraal,House,3,223.0,2024-12-20,2025-02-11,Sold,3063000.0,2943000.0
L105670,Irene,House,6,530.0,2024-12-20,2025-02-03,Sold,8545000.0,7939000.0
L104704,Waterkloof Ridge,House,4,243.0,2024-12-20,2025-02-07,Sold,7813000.0,7540000.0
L100799,Centurion,House,4,223.0,2024-12-20,2025-01-13,Sold,3918000.0,3918000.0
L104484,Bryanston,House,,216.0,2024-12-20,2025-01-12,Sold,6409000.0,5931000.0
L103590,Rooihuiskraal,Apartment,3,95.0,2024-12-20,2025-04-19,Sold,1287000.0,1237000.0
L102812,Centurion,Apartment,1,73.0,2024-12-20,2025-01-12,Sold,1132000.0,1132000.0
L100780,Brooklyn,House,5,362.0,2024-12-20,2025-01-01,Sold,9244000.0,8466000.0
L105673,Faerie Glen,Apartment,2,106.0,2024-12-21,2025-01-30,Sold,2040000.0,1850000.0
L102270,Irene,House,4,305.0,2024-12-21,2025-01-26,Sold,6711000.0,6515000.0
L102951,Rooihuiskraal,House,3,240.0,2024-12-21,2025-02-06,Sold,3371000.0,3371000.0
L100060,Centurion,Apartment,1,108.0,2024-12-21,2025-03-02,Sold,2043000.0,1912000.0
L101334,Sandton,House,3,223.0,2024-12-22,2025-01-13,Sold,8599000.0,8292000.0
L104786,Menlo Park,Apartment,1,82.0,2024-12-22,2025-01-25,Sold,1814000.0,1814000.0
L103860,Lynnwood,House,2,175.0,2024-12-22,2025-01-25,Sold,3575000.0,3519000.0
L100152,Waterkloof Ridge,House,5,283.0,2024-12-22,2025-02-22,Sold,9176000.0,9176000.0
L103609,Brooklyn,House,5,269.0,2024-12-22,2024-12-28,Sold,8213000.0,7611000.0
L104024,Rooihuiskraal,House,1,162.0,2024-12-23,2025-02-11,Sold,2230000.0,2113000.0
L103559,Faerie Glen,Apartment,1,67.0,2024-12-23,,Withdrawn,1203000.0,
L105274,Menlo Park,House,3,171.0,2024-12-23,2025-01-28,Sold,2732000.0,2704000.0
L103922,Menlo Park,Apartment,1,57.0,2024-12-23,2025-02-08,Sold,1204000.0,1194000.0
L104206,Groenkloof,House,6,416.0,2024-12-25,2025-02-13,Sold,11117000.0,10631000.0
L101834,Groenkloof,Apartment,1,98.0,2024-12-25,2025-02-02,Sold,2145000.0,2022000.0
L105944,Waterkloof,House,3,239.0,2024-12-25,2025-01-18,Sold,5889000.0,5747000.0
L102626,Irene,House,5,365.0,2024-12-25,2025-01-03,Sold,6430000.0,6344000.0
L101438,Sandton,House,1,127.0,2024-12-25,2025-01-18,Sold,4375000.0,4184000.0
L102369,Faerie Glen,House,6,422.0,2024-12-25,2025-01-27,Sold,7944000.0,7598000.0
L103310,Sandton,House,3,190.0,2024-12-26,2025-04-09,Sold,6821000.0,6721000.0
L104273,Bryanston,House,3,265.0,2024-12-26,2025-03-09,Sold,7147000.0,6816000.0
L101859,Brooklyn,Apartment,2,91.0,2024-12-26,2025-02-24,Sold,1724000.0,1724000.0
L103059,Brooklyn,Apartment,,97.0,2024-12-26,2025-03-24,Sold,2116000.0,2022000.0
L103876,Waterkloof,Apartment,1,74.0,2024-12-26,2025-01-16,Sold,1752000.0,1745000.0
L105828,Faerie Glen,House,3,278.0,2024-12-26,2025-01-14,Sold,5604000.0,5318000.0
L100949,Menlo Park,Townhouse,2,129.0,2024-12-26,2025-02-23,Sold,2961000.0,2936000.0
L101570,Lynnwood,Apartment,1,74.0,2024-12-26,2025-02-07,Sold,1491000.0,1448000.0
L103683,Faerie Glen,House,5,322.0,2024-12-27,2025-01-17,Sold,5353000.0,5129000.0
L104399,Rooihuiskraal,Apartment,1,95.0,2024-12-27,2025-03-01,Sold,1401000.0,1333000.0
L101946,Groenkloof,Townhouse,1,122.0,2024-12-27,2025-03-10,Sold,3092000.0,3040000.0
L105701,Waterkloof Ridge,Apartment,1,88.0,2024-12-27,2025-01-25,Sold,2161000.0,2161000.0
L105301,Irene,Townhouse,3,155.0,2024-12-27,2025-01-27,Sold,2786000.0,2757000.0
L103483,Irene,Apartment,1,144.0,2024-12-27,2025-03-02,Sold,2952000.0,2799000.0
L104585,Rooihuiskraal,Apartment,1,62.0,2024-12-28,2025-02-05,Sold,832000.0,815000.0
L104312,Brooklyn,Apartment,1,,2024-12-28,,Withdrawn,867000.0,
L104131,Irene,House,4,287.0,2024-12-28,2025-01-21,Sold,6378000.0,6188000.0
L102046,Lynnwood,Apartment,1,105.0,2024-12-28,2025-02-14,Sold,1827000.0,1827000.0
L104466,Groenkloof,House,3,191.0,2024-12-28,2025-02-12,Sold,3652000.0,3355000.0
L103961,Waterkloof Ridge,House,5,389.0,2024-12-29,2025-01-16,Sold,10544000.0,10286000.0
L100858,Menlo Park,House,4,274.0,2024-12-29,2025-03-08,Sold,5996000.0,5996000.0
L101569,Faerie Glen,Townhouse,3,203.0,2024-12-29,2025-02-23,Sold,3230000.0,3102000.0
L105074,Sandton,Townhouse,3,147.0,2024-12-29,2025-03-31,Sold,4722000.0,4607000.0
L102542,Menlo Park,House,,215.0,2024-12-29,2025-02-21,Sold,4940000.0,4734000.0
L103212,Rooihuiskraal,House,6,373.0,2024-12-29,2025-02-15,Sold,5765000.0,5342000.0
L104831,Brooklyn,House,3,179.0,2024-12-29,2025-01-16,Sold,4114000.0,3969000.0
L103423,Lynnwood,House,,132.0,2024-12-30,2025-01-08,Sold,3144000.0,2887000.0
L104894,Centurion,Apartment,1,53.0,2024-12-30,2025-01-27,Sold,895000.0,857000.0
L100606,Bryanston,Apartment,1,46.0,2024-12-30,2025-02-08,Sold,1146000.0,1120000.0
L102840,Rooihuiskraal,House,6,337.0,2024-12-30,2025-02-01,Sold,5873000.0,5707000.0
L105085,Lynnwood,Townhouse,1,113.0,2024-12-30,2025-02-04,Sold,2401000.0,2351000.0
L104681,Waterkloof,Apartment,2,53.0,2024-12-30,2025-02-19,Sold,1365000.0,1343000.0
L103218,Brooklyn,Apartment,1,49.0,2024-12-30,2025-02-09,Sold,987000.0,987000.0
L103406,Faerie Glen,House,6,401.0,2024-12-30,2025-03-22,Sold,5974000.0,5786000.0
L100207,Centurion,House,3,193.0,2024-12-30,2025-01-21,Sold,3533000.0,3369000.0
L100044,Bryanston,House,5,284.0,2024-12-31,,Withdrawn,7548000.0,
L104554,Brooklyn,Apartment,3,106.0,2024-12-31,2025-02-15,Sold,2309000.0,2309000.0
L102616,Groenkloof,Apartment,2,97.0,2024-12-31,2025-03-20,Sold,1852000.0,1799000.0
L105423,Waterkloof,House,3,259.0,2025-01-01,2025-02-10,Sold,7477000.0,7477000.0
L103582,Lynnwood,House,3,241.0,2025-01-01,,Withdrawn,4943000.0,
L105599,Lynnwood,House,2,169.0,2025-01-01,2025-01-24,Sold,3584000.0,3489000.0
L103052,Centurion,Townhouse,2,135.0,2025-01-01,2025-02-10,Sold,2760000.0,2693000.0
L100918,Brooklyn,House,3,264.0,2025-01-01,2025-01-12,Sold,5307000.0,5305000.0
L105799,Lynnwood,House,3,255.0,2025-01-01,2025-01-20,Sold,5493000.0,5459000.0
L104334,Bryanston,House,3,221.0,2025-01-02,2025-03-06,Sold,6543000.0,6354000.0
L103704,Waterkloof,House,6,364.0,2025-01-02,2025-01-23,Sold,13410000.0,12752000.0
L101537,Centurion,Apartment,3,99.0,2025-01-02,2025-02-04,Sold,1715000.0,1616000.0
L103116,Groenkloof,House,2,210.0,2025-01-02,2025-01-22,Sold,4969000.0,4892000.0
L104462,Menlo Park,House,6,479.0,2025-01-03,2025-01-26,Sold,10180000.0,10123000.0
L103924,Groenkloof,House,3,229.0,2025-01-03,2025-03-02,Sold,6253000.0,6100000.0
L102108,Menlo Park,Apartment,2,123.0,2025-01-03,2025-03-04,Sold,2258000.0,2094000.0
L101165,Bryanston,House,2,167.0,2025-01-03,2025-01-07,Sold,5040000.0,4873000.0
L100448,Waterkloof,Apartment,2,74.0,2025-01-03,2025-03-17,Sold,1611000.0,1499000.0
L101768,Waterkloof Ridge,Townhouse,2,126.0,2025-01-03,,Withdrawn,4103000.0,
L100464,Irene,Apartment,2,137.0,2025-01-04,2025-01-23,Sold,2463000.0,2442000.0
L101606,Sandton,Apartment,1,73.0,2025-01-04,2025-02-09,Sold,2000000.0,2000000.0
L100093,Menlo Park,Apartment,3,175.0,2025-01-04,2025-03-05,Sold,3312000.0,3212000.0
L103730,Sandton,House,5,351.0,2025-01-04,2025-01-15,Sold,11175000.0,10361000.0
L100728,Lynnwood,Apartment,1,101.0,2025-01-05,2025-02-25,Sold,1990000.0,1990000.0
L100895,Bryanston,House,4,221.0,2025-01-05,2025-01-31,Sold,6255000.0,6255000.0
L102023,Brooklyn,House,2,154.0,2025-01-05,2025-02-07,Sold,3260000.0,3169000.0
L101286,Lynnwood,Apartment,,67.0,2025-01-05,2025-01-26,Sold,1235000.0,1168000.0
L105959,Brooklyn,House,3,305.0,2025-01-05,2025-02-05,Sold,8279000.0,8279000.0
L100184,Rooihuiskraal,House,6,400.0,2025-01-05,2025-02-27,Sold,6035000.0,5713000.0
L103057,Groenkloof,Townhouse,2,215.0,2025-01-06,2025-05-06,Sold,3713000.0,3604000.0
L103545,Lynnwood,House,2,188.0,2025-01-06,2025-03-11,Sold,3664000.0,3444000.0
L104710,Rooihuiskraal,Apartment,1,113.0,2025-01-06,2025-02-25,Sold,1548000.0,1478000.0
L102772,Bryanston,Apartment,1,131.0,2025-01-06,2025-02-28,Sold,3238000.0,3150000.0
L101117,Rooihuiskraal,Apartment,1,65.0,2025-01-06,2025-01-21,Sold,953000.0,943000.0
L103599,Lynnwood,House,2,162.0,2025-01-06,2025-03-04,Sold,3630000.0,3630000.0
L100568,Menlo Park,Apartment,1,85.0,2025-01-06,2025-02-03,Sold,1868000.0,1846000.0
L105408,Brooklyn,House,5,,2025-01-06,2025-03-15,Sold,7739000.0,7689000.0
L105609,Centurion,House,4,254.0,2025-01-07,2025-01-18,Sold,4703000.0,4483000.0
L103992,Waterkloof,House,3,167.0,2025-01-07,2025-01-29,Sold,4481000.0,4144000.0
L101347,Menlo Park,House,1,165.0,2025-01-07,2025-02-12,Sold,4490000.0,4304000.0
L104422,Irene,House,2,118.0,2025-01-07,2025-03-16,Sold,2139000.0,2054000.0
L102815,Faerie Glen,House,3,188.0,2025-01-07,,Withdrawn,3734000.0,
L102970,Lynnwood,Apartment,2,111.0,2025-01-07,,Withdrawn,2151000.0,
L102720,Faerie Glen,Apartment,1,67.0,2025-01-07,,Withdrawn,1240000.0,
L105710,Rooihuiskraal,Apartment,3,131.0,2025-01-08,2025-03-07,Sold,1749000.0,1685000.0
L101240,Bryanston,Apartment,1,45.0,2025-01-08,2025-02-23,Sold,1079000.0,1079000.0
L101967,Bryanston,Apartment,2,111.0,2025-01-08,2025-01-28,Sold,3018000.0,2956000.0
L105031,Bryanston,House,3,262.0,2025-01-08,2025-01-17,Sold,8460000.0,8460000.0
L101885,Menlo Park,House,3,234.0,2025-01-08,2025-03-20,Sold,5981000.0,5909000.0
L102045,Waterkloof,House,3,265.0,2025-01-08,2025-01-22,Sold,6220000.0,5868000.0
L105500,Groenkloof,House,4,208.0,2025-01-08,2025-02-27,Sold,4581000.0,4417000.0
L101149,Bryanston,Apartment,1,67.0,2025-01-08,2025-01-28,Sold,1744000.0,1744000.0
L103317,Waterkloof Ridge,House,6,,2025-01-08,2025-02-10,Sold,14398000.0,14398000.0
L105184,Waterkloof,House,4,214.0,2025-01-08,2025-03-10,Sold,5874000.0,5679000.0
L100209,Faerie Glen,Apartment,1,76.0,2025-01-09,2025-03-07,Sold,1461000.0,1393000.0
L105800,Lynnwood,Apartment,2,128.0,2025-01-10,2025-02-16,Sold,2543000.0,2426000.0
L102552,Centurion,Apartment,1,46.0,2025-01-10,2025-02-23,Sold,832000.0,810000.0
L102434,Centurion,Apartment,1,76.0,2025-01-10,,Withdrawn,1489000.0,
L103617,Groenkloof,House,4,294.0,2025-01-10,2025-03-16,Sold,6435000.0,6100000.0
L104450,Bryanston,House,4,228.0,2025-01-10,2025-01-30,Sold,7008000.0,6968000.0
L100199,Menlo Park,Townhouse,2,124.0,2025-01-10,2025-03-08,Sold,2699000.0,2599000.0
L105196,Lynnwood,House,2,223.0,2025-01-10,2025-02-13,Sold,4881000.0,4876000.0
L100459,Centurion,Apartment,1,74.0,2025-01-10,2025-03-03,Sold,1410000.0,1325000.0
L102438,Lynnwood,Townhouse,3,218.0,2025-01-10,2025-03-01,Sold,4779000.0,4779000.0
L104491,Bryanston,House,1,74.0,2025-01-11,2025-02-27,Sold,2054000.0,1964000.0
L104923,Bryanston,House,6,392.0,2025-01-11,2025-02-04,Sold,13408000.0,13183000.0
L102797,Menlo Park,Apartment,1,79.0,2025-01-11,2025-01-22,Sold,1532000.0,1516000.0
L103041,Sandton,House,3,230.0,2025-01-11,2025-02-09,Sold,6731000.0,5797000.0
L101858,Brooklyn,Apartment,1,,2025-01-11,2025-02-13,Sold,1902000.0,1778000.0
L103321,Lynnwood,House,5,240.0,2025-01-11,2025-04-12,Sold,4954000.0,4918000.0
L105868,Waterkloof Ridge,House,3,160.0,2025-01-11,2025-01-28,Sold,4887000.0,4630000.0
L104523,Bryanston,House,6,547.0,2025-01-12,2025-01-15,Sold,13542000.0,13189000.0
L103733,Irene,House,2,205.0,2025-01-12,2025-02-28,Sold,3948000.0,3860000.0
L103687,Sandton,Apartment,1,100.0,2025-01-12,2025-02-28,Sold,3414000.0,3248000.0
L103241,Irene,House,6,405.0,2025-01-12,2025-03-08,Sold,6301000.0,5988000.0
L105241,Brooklyn,House,2,147.0,2025-01-12,2025-02-09,Sold,3988000.0,3929000.0
L102095,Menlo Park,Apartment,1,65.0,2025-01-12,2025-01-26,Sold,1156000.0,1133000.0
L100096,Menlo Park,House,3,182.0,2025-01-12,2025-02-12,Sold,3558000.0,3505000.0
L105234,Centurion,Apartment,1,,2025-01-13,,Withdrawn,1708000.0,
L105307,Brooklyn,Apartment,1,54.0,2025-01-13,2025-02-25,Sold,1299000.0,1292000.0
L105033,Faerie Glen,House,6,489.0,2025-01-13,2025-03-06,Sold,9165000.0,8427000.0
L103242,Sandton,House,2,162.0,2025-01-13,2025-03-04,Sold,6492000.0,6305000.0
L102437,Centurion,Apartment,2,149.0,2025-01-13,2025-03-08,Sold,2316000.0,2285000.0
L100522,Groenkloof,House,1,166.0,2025-01-13,2025-03-14,Sold,3083000.0,3015000.0
L105447,Menlo Park,House,5,307.0,2025-01-13,2025-02-27,Sold,5379000.0,5253000.0
L105711,Faerie Glen,House,4,288.0,2025-01-13,2025-03-01,Sold,6368000.0,6153000.0
L100339,Sandton,Apartment,2,94.0,2025-01-14,2025-01-23,Sold,3132000.0,3019000.0
L102018,Irene,House,3,213.0,2025-01-14,2025-02-27,Sold,4173000.0,4088000.0
L104166,Waterkloof,Townhouse,4,227.0,2025-01-14,2025-03-05,Sold,7091000.0,7091000.0
L102376,Bryanston,Apartment,2,54.0,2025-01-15,2025-02-19,Sold,1358000.0,1345000.0
L105410,Brooklyn,House,6,450.0,2025-01-15,2025-02-28,Sold,9342000.0,9093000.0
L100051,Waterkloof,House,2,156.0,2025-01-15,2025-02-04,Sold,3900000.0,3900000.0
L105825,Groenkloof,House,5,358.0,2025-01-15,2025-01-24,Sold,8573000.0,7927000.0
L102638,Bryanston,House,4,226.0,2025-01-15,2025-03-01,Sold,5921000.0,5912000.0
L103354,Faerie Glen,Apartment,1,103.0,2025-01-15,2025-04-09,Sold,1738000.0,1738000.0
L101729,Lynnwood,House,4,271.0,2025-01-15,2025-02-13,Sold,5921000.0,5844000.0
L105071,Menlo Park,House,2,120.0,2025-01-15,2025-02-08,Sold,2457000.0,2399000.0
L101923,Menlo Park,Apartment,1,91.0,2025-01-15,2025-02-13,Sold,2033000.0,1991000.0
L105109,Bryanston,House,4,,2025-01-15,2025-03-09,Sold,8514000.0,8514000.0
L103928,Waterkloof Ridge,Apartment,1,56.0,2025-01-15,2025-03-01,Sold,1618000.0,1554000.0
L103437,Menlo Park,Apartment,1,105.0,2025-01-15,2025-02-11,Sold,2201000.0,2119000.0
L105713,Centurion,House,,235.0,2025-01-16,2025-02-20,Sold,3648000.0,3648000.0
L103840,Centurion,Apartment,1,86.0,2025-01-16,2025-04-23,Sold,1313000.0,1263000.0
L100002,Bryanston,Apartment,1,94.0,2025-01-16,2025-03-14,Sold,2884000.0,2884000.0
L103251,Faerie Glen,House,2,167.0,2025-01-16,2025-02-02,Sold,2696000.0,2696000.0
L103225,Rooihuiskraal,Apartment,1,57.0,2025-01-16,2025-02-27,Sold,831000.0,791000.0
L100179,Centurion,House,5,358.0,2025-01-16,2025-03-09,Sold,7113000.0,6732000.0
L102697,Waterkloof,House,6,407.0,2025-01-16,2025-02-15,Sold,9879000.0,9779000.0
L104889,Sandton,House,4,259.0,2025-01-16,2025-03-09,Sold,9279000.0,9026000.0
L101518,Groenkloof,House,3,145.0,2025-01-16,2025-02-22,Sold,2655000.0,2455000.0
L100240,Bryanston,Apartment,1,64.0,2025-01-17,2025-02-13,Sold,2058000.0,1911000.0
L103461,Rooihuiskraal,House,6,460.0,2025-01-18,2025-03-16,Sold,6081000.0,5810000.0
L104633,Brooklyn,Apartment,1,79.0,2025-01-18,2025-02-25,Sold,1429000.0,1346000.0
L104755,Faerie Glen,House,3,231.0,2025-01-18,2025-03-04,Sold,4167000.0,4125000.0
L105687,Groenkloof,House,5,356.0,2025-01-18,2025-03-16,Sold,7124000.0,6762000.0
L104345,Sandton,Apartment,2,106.0,2025-01-18,2025-03-28,Sold,3450000.0,3450000.0
L100818,Irene,House,2,196.0,2025-01-18,2025-03-13,Sold,4618000.0,4414000.0
L105481,Waterkloof,Apartment,2,91.0,2025-01-19,2025-03-17,Sold,2359000.0,2280000.0
L103201,Sandton,Townhouse,3,185.0,2025-01-20,2025-04-13,Sold,6089000.0,6039000.0
L105052,Faerie Glen,Apartment,1,92.0,2025-01-20,2025-02-24,Sold,1542000.0,1455000.0
L101699,Centurion,Apartment,1,58.0,2025-01-20,2025-03-02,Sold,1030000.0,1014000.0
L100686,Lynnwood,Townhouse,3,,2025-01-20,2025-02-28,Sold,3925000.0,3739000.0
L103002,Brooklyn,House,4,274.0,2025-01-21,2025-03-13,Sold,6511000.0,6231000.0
L104663,Waterkloof,Apartment,1,,2025-01-21,2025-02-22,Sold,1296000.0,1296000.0
L105039,Rooihuiskraal,Apartment,2,145.0,2025-01-22,2025-02-14,Sold,2249000.0,2212000.0
L100930,Brooklyn,House,2,162.0,2025-01-22,,Withdrawn,3352000.0,
L102989,Irene,House,5,318.0,2025-01-22,2025-02-26,Sold,6943000.0,6488000.0
L101012,Lynnwood,House,2,149.0,2025-01-22,2025-03-02,Sold,3057000.0,2980000.0
L105488,Lynnwood,House,6,517.0,2025-01-22,2025-02-23,Sold,10743000.0,10743000.0
L100638,Rooihuiskraal,Apartment,2,96.0,2025-01-22,2025-03-10,Sold,1720000.0,1719000.0
L100707,Rooihuiskraal,House,3,176.0,2025-01-22,2025-03-14,Sold,2456000.0,2353000.0
L102253,Irene,Apartment,1,62.0,2025-01-23,2025-03-26,Sold,911000.0,881000.0
L102549,Brooklyn,Apartment,2,,2025-01-23,2025-02-24,Sold,2206000.0,2109000.0
L104034,Waterkloof Ridge,Townhouse,2,180.0,2025-01-23,2025-02-01,Sold,4432000.0,4202000.0
L102609,Menlo Park,House,5,323.0,2025-01-23,2025-03-21,Sold,7638000.0,7111000.0
L104912,Menlo Park,Apartment,1,68.0,2025-01-23,2025-03-20,Sold,1312000.0,1242000.0
L105624,Waterkloof,Apartment,1,97.0,2025-01-23,2025-03-19,Sold,2560000.0,2560000.0
L104070,Lynnwood,House,3,194.0,2025-01-23,,Withdrawn,4463000.0,
L105720,Rooihuiskraal,House,2,169.0,2025-01-23,2025-02-14,Sold,2611000.0,2500000.0
L100679,Menlo Park,House,3,148.0,2025-01-23,2025-03-26,Sold,3154000.0,2853000.0
L105009,Lynnwood,Townhouse,2,104.0,2025-01-24,2025-03-22,Sold,2229000.0,2171000.0
L104531,Menlo Park,House,3,178.0,2025-01-24,2025-02-09,Sold,3622000.0,3622000.0
L103501,Irene,Apartment,3,107.0,2025-01-24,2025-03-11,Sold,1684000.0,1626000.0
L104637,Centurion,Townhouse,2,184.0,2025-01-24,2025-03-28,Sold,3144000.0,3115000.0
L104936,Menlo Park,Apartment,1,70.0,2025-01-25,2025-03-11,Sold,1408000.0,1397000.0
L104897,Faerie Glen,Apartment,,83.0,2025-01-25,2025-02-07,Sold,1503000.0,1349000.0
